sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
48,4,A,,Street,xbrli:stringItemType,0..1,,Street address,gl-bus,0,Address,BU06a_06,/CO16a/BU06a/BU06a_06,$.Accounting Entries.Entitry Information.Address.Street,AccntgEntrs.EnttryInfrmn.Addrss.Stret,住所通り,住所の通り。,gl-bus:addressStreet,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:address/gl-bus:addressStreet
49,4,A,,Street2,xbrli:stringItemType,0..1,,Address Detail,gl-bus,0,Address,BU06a_07,/CO16a/BU06a/BU06a_07,$.Accounting Entries.Entitry Information.Address.Street2,AccntgEntrs.EnttryInfrmn.Addrss.Stret2,住所詳細,住所詳細。,gl-bus:addressStreet2,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:address/gl-bus:addressStreet2
50,4,A,,City,xbrli:stringItemType,0..1,,City,gl-bus,0,Address,BU06a_08,/CO16a/BU06a/BU06a_08,$.Accounting Entries.Entitry Information.Address.City,AccntgEntrs.EnttryInfrmn.Addrss.City,住所都市,住所の都市。,gl-bus:addressCity,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:address/gl-bus:addressCity
51,4,A,,State or Province,xbrli:stringItemType,0..1,,"State, province or region",gl-bus,0,Address,BU06a_09,/CO16a/BU06a/BU06a_09,$.Accounting Entries.Entitry Information.Address.State or Province,AccntgEntrs.EnttryInfrmn.Addrss.StatOrProvnc,住所州,住所の州や地方。,gl-bus:addressStateOrProvince,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:address/gl-bus:addressStateOrProvince
52,4,A,,Country,xbrli:stringItemType,0..1,,Country,gl-bus,0,Address,BU06a_10,/CO16a/BU06a/BU06a_10,$.Accounting Entries.Entitry Information.Address.Country,AccntgEntrs.EnttryInfrmn.Addrss.Contry,住所国,住所の国。,gl-bus:addressCountry,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:address/gl-bus:addressCountry
53,4,A,,Zip or Postal Code,xbrli:stringItemType,0..1,,Zip or other postal code,gl-bus,0,Address,BU06a_11,/CO16a/BU06a/BU06a_11,$.Accounting Entries.Entitry Information.Address.Zip or Postal Code,AccntgEntrs.EnttryInfrmn.Addrss.ZipOrPostlCod,住所郵便番号,住所の郵便番号。,gl-bus:addressZipOrPostalCode,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:address/gl-bus:addressZipOrPostalCode
54,3,C,,Web Site,,0..*,,Web site information.,gl-bus,0,Web Site,BU05a,/CO16a/BU05a,$.Accounting Entries.Entitry Information.Web Site,AccntgEntrs.EnttryInfrmn.WebSit,【Webサイト】,ウェブサイト情報。,gl-bus:webSite,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:webSite
55,4,A,,Descrption,xbrli:stringItemType,0..1,,"URI address usage (e.g. orders, head office, IR)",gl-bus,0,Web Site,BU05a_BU03_01,/CO16a/BU05a/BU05a_BU03_01,$.Accounting Entries.Entitry Information.Web Site.Descrption,AccntgEntrs.EnttryInfrmn.WebSit.Descrptn,URIアドレス用途,URIアドレスの用途。(注文、本社、IRなど),gl-bus:webSiteDescrption,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:webSite/gl-bus:webSiteDescrption
56,4,A,,Address,xbrli:stringItemType,0..1,,URI Address,gl-bus,0,Web Site,BU05a_BU03_02,/CO16a/BU05a/BU05a_BU03_02,$.Accounting Entries.Entitry Information.Web Site.Address,AccntgEntrs.EnttryInfrmn.WebSit.Addrss,URIアドレス,URIアドレス。,gl-bus:webSiteAddress,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:webSite/gl-bus:webSiteAddress
57,3,C,,Contact,,0..*,,Information about contacts.,gl-bus,0,Contact,BU09a,/CO16a/BU09a,$.Accounting Entries.Entitry Information.Contact,AccntgEntrs.EnttryInfrmn.Contct,【担当者情報】,担当者に関する情報。,gl-bus:contact,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact
58,4,A,PK,ID,xbrli:tokenItemType,1,,A unique and persistent identifier used to distinguish a person within the system.,gl-bus,0,Contact,BU09a_BU08_01,/CO16a/BU09a/BU09a_BU08_01,$.Accounting Entries.Entitry Information.Contact.ID,AccntgEntrs.EnttryInfrmn.Contct.Id,識別番号,システム内で個人を識別するための一意かつ永続的な識別子。,gl-bus:contactId,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactId
59,4,A,,Prefix,xbrli:stringItemType,0..1,,"Prefix (e.g. Dr., Mr., Mrs.)",gl-bus,0,Contact,BU09a_BU08_02,/CO16a/BU09a/BU09a_BU08_02,$.Accounting Entries.Entitry Information.Contact.Prefix,AccntgEntrs.EnttryInfrmn.Contct.Prefx,敬称,敬称(Dr.、Mr.、Mrs.など),gl-bus:contactPrefix,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactPrefix
60,4,A,,Last Name,xbrli:stringItemType,0..1,,Last or family name,gl-bus,0,Contact,BU09a_BU08_03,/CO16a/BU09a/BU09a_BU08_03,$.Accounting Entries.Entitry Information.Contact.Last Name,AccntgEntrs.EnttryInfrmn.Contct.LastNam,姓,姓,gl-bus:contactLastName,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactLastName
61,4,A,,First Name,xbrli:stringItemType,0..1,,First or given name,gl-bus,0,Contact,BU09a_BU08_04,/CO16a/BU09a/BU09a_BU08_04,$.Accounting Entries.Entitry Information.Contact.First Name,AccntgEntrs.EnttryInfrmn.Contct.FirstNam,名,名、クリスチャンネーム,gl-bus:contactFirstName,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactFirstName
62,4,A,,Suffix,xbrli:stringItemType,0..1,,"Suffix (e.g. MD, CPA, Jr.)",gl-bus,0,Contact,BU09a_BU08_05,/CO16a/BU09a/BU09a_BU08_05,$.Accounting Entries.Entitry Information.Contact.Suffix,AccntgEntrs.EnttryInfrmn.Contct.Suffx,付加名称,付加名称(MD、CPA、Jr.など),gl-bus:contactSuffix,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactSuffix
63,4,A,,Attention Line,xbrli:stringItemType,0..1,,Attention Line,gl-bus,0,Contact,BU09a_BU08_06,/CO16a/BU09a/BU09a_BU08_06,$.Accounting Entries.Entitry Information.Contact.Attention Line,AccntgEntrs.EnttryInfrmn.Contct.AttntnLin,アテンションライン,アテンションライン,gl-bus:contactAttentionLine,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactAttentionLine
64,4,A,,Position Role,xbrli:stringItemType,0..1,,Position or role,gl-bus,0,Contact,BU09a_BU08_07,/CO16a/BU09a/BU09a_BU08_07,$.Accounting Entries.Entitry Information.Contact.Position Role,AccntgEntrs.EnttryInfrmn.Contct.PostnRol,地位/役職,地位や役職。,gl-bus:contactPositionRole,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactPositionRole
65,4,A,,Role of Contact,xbrli:stringItemType,0..1,,"Role of contact. Examples include: Source Service, Sender, Recipient, Invoicer, Auditor, Accountant",gl-bus,0,Contact,BU09a_BU08_08,/CO16a/BU09a/BU09a_BU08_08,$.Accounting Entries.Entitry Information.Contact.Role of Contact,AccntgEntrs.EnttryInfrmn.Contct.RolContct,担当者役割,担当者の役割。例：ソースサービス、送付元、受取人、請求先、監査人、会計事務所。,gl-bus:contactRoleOfContact,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactRoleOfContact
66,4,A,,Location ID cross reference,xbrli:stringItemType,0..1,,This code is used to associate the contact with a specific location for the Entity. Its value should be the same as that of the organizationAddressLocationIdentifier,gl-bus,0,Contact,BU09a_BU08_09,/CO16a/BU09a/BU09a_BU08_09,$.Accounting Entries.Entitry Information.Contact.Location ID cross reference,AccntgEntrs.EnttryInfrmn.Contct.LoctnIdCrossRefrnc,所在地相互参照情報,担当者と事業体の位置情報を関係付けるためのコード。organizationAddressLocationIdentifierと同じ値であるべき。,gl-bus:contactLocationIdCrossReference,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactLocationIdCrossReference
67,4,C,,Phone,,0..*,,Phone number information.,gl-bus,0,Phone,BU01b,/CO16a/BU09a/BU01b,$.Accounting Entries.Entitry Information.Contact.Phone,AccntgEntrs.EnttryInfrmn.Contct.Phon,【電話番号】,主要電話番号情報。,gl-bus:contactPhone,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactPhone
68,5,A,,Description,xbrli:tokenItemType,0..1,,"Entity Phone Number Description such as Main, Investor relations. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",gl-bus,0,Phone,BU01b_01,/CO16a/BU09a/BU01b/BU01b_01,$.Accounting Entries.Entitry Information.Contact.Phone.Description,AccntgEntrs.EnttryInfrmn.Contct.Phon.Descrptn,電話番号用途,"代表、IR用などの、電話番号の用途。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",gl-bus:contactPhoneDescription,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactPhone/gl-bus:contactPhoneDescription
69,5,A,,Number,xbrli:stringItemType,0..1,,Phone number referred to in Phone Number Description'\.,gl-bus,0,Phone,BU01b_02,/CO16a/BU09a/BU01b/BU01b_02,$.Accounting Entries.Entitry Information.Contact.Phone.Number,AccntgEntrs.EnttryInfrmn.Contct.Phon.Numbr,電話番号,電話番号用途で示される電話番号。,gl-bus:contactPhoneNumber,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactPhone/gl-bus:contactPhoneNumber
70,4,C,,Fax,,0..*,,Fax number information.,gl-bus,0,Fax,BU02b,/CO16a/BU09a/BU02b,$.Accounting Entries.Entitry Information.Contact.Fax,AccntgEntrs.EnttryInfrmn.Contct.Fax,【FAX番号】,FAX番号情報。,gl-bus:contactFax,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactFax
71,5,A,,Usage,xbrli:stringItemType,0..1,,"Fax number usage (e.g. orders, head office, IR)",gl-bus,0,Fax,BU02b_01,/CO16a/BU09a/BU02b/BU02b_01,$.Accounting Entries.Entitry Information.Contact.Fax.Usage,AccntgEntrs.EnttryInfrmn.Contct.Fax.Usg,FAX番号用途,FAX番号の用途。(注文、本社、IRなど),gl-bus:contactFaxUsage,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactFax/gl-bus:contactFaxUsage
72,5,A,,Number,xbrli:stringItemType,0..1,,Fax Number,gl-bus,0,Fax,BU02b_02,/CO16a/BU09a/BU02b/BU02b_02,$.Accounting Entries.Entitry Information.Contact.Fax.Number,AccntgEntrs.EnttryInfrmn.Contct.Fax.Numbr,FAX番号,FAX番号。,gl-bus:contactFaxNumber,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactFax/gl-bus:contactFaxNumber
73,4,C,,Email,,0..*,,Email address information.,gl-bus,0,Email,BU04b,/CO16a/BU09a/BU04b,$.Accounting Entries.Entitry Information.Contact.Email,AccntgEntrs.EnttryInfrmn.Contct.Eml,【Eメールアドレス】,Eメールアドレス情報。,gl-bus:contactEmail,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactEmail
74,5,A,,Descrption,xbrli:stringItemType,0..1,,"URI address usage (e.g. orders, head office, IR)",gl-bus,0,Email,BU04b_BU03_01,/CO16a/BU09a/BU04b/BU04b_BU03_01,$.Accounting Entries.Entitry Information.Contact.Email.Descrption,AccntgEntrs.EnttryInfrmn.Contct.Eml.Descrptn,URIアドレス用途,URIアドレスの用途。(注文、本社、IRなど),gl-bus:contactEmailDescrption,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactEmail/gl-bus:contactEmailDescrption
75,5,A,,Address,xbrli:stringItemType,0..1,,URI Address,gl-bus,0,Email,BU04b_BU03_02,/CO16a/BU09a/BU04b/BU04b_BU03_02,$.Accounting Entries.Entitry Information.Contact.Email.Address,AccntgEntrs.EnttryInfrmn.Contct.Eml.Addrss,URIアドレス,URIアドレス。,gl-bus:contactEmailAddress,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:contact/gl-bus:contactEmail/gl-bus:contactEmailAddress
76,3,C,,Accounting Method,,0..*,,Structure for identifying the methods of accounting used by the entity for different reporting purposes,gl-bus,0,Accounting Method,BU11a,/CO16a/BU11a,$.Accounting Entries.Entitry Information.Accounting Method,AccntgEntrs.EnttryInfrmn.AccntgMethd,【会計処理方法】,異なる報告目的に応じて事業体が使用する会計処理方法を識別するためのセクション。,gl-bus:accountingMethod,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:accountingMethod
77,4,A,,Method,xbrli:tokenItemType,0..1,,"For this entity, the method of accounting represented - from: accrual, cash, modified cash, modified accrual, encumbrance, special methods, hybrid methods, other",gl-bus,0,Accounting Method,BU11a_01,/CO16a/BU11a/BU11a_01,$.Accounting Entries.Entitry Information.Accounting Method.Method,AccntgEntrs.EnttryInfrmn.AccntgMethd.Methd,会計処理方法,"事業体の会計処理方法を表す。発生基準、現金基準、修正現金基準、修正発生基準、債務基準、特別な方法、混合方法、その他
[設定値のリスト]
(accrual：発生基準)、(cash：現金基準)、(modified cash：修正現金基準)、(modified accrual：修正発生基準)、(encumbrance：債務基準)、(special methods：特別な方法)、(hybrid methods：混合方法)、(other：その他)",gl-bus:accountingMethodMethod,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:accountingMethod/gl-bus:accountingMethodMethod
78,4,A,,Description,xbrli:stringItemType,0..1,,Free format description of the accounting method,gl-bus,0,Accounting Method,BU11a_02,/CO16a/BU11a/BU11a_02,$.Accounting Entries.Entitry Information.Accounting Method.Description,AccntgEntrs.EnttryInfrmn.AccntgMethd.Descrptn,会計処理方法説明,会計処理方法の説明。,gl-bus:accountingMethodDescription,/gl-cor:accountingEntries/gl-cor:entitryInformation/gl-bus:accountingMethod/gl-bus:accountingMethodDescription
